30:9,1,3,8,3,1,7,6,2,4,6,4,9,1,3,5,6,5,7,1,9,1,3,4,4,4,3,1,4,8
31:3,8,6,1,7,2,2,6,5,9,8,1,9,1,3,3,7,7,5,5,4,5,1,9,9,2,2,5,7,4
32:2,2,3,2,8,6,5,4,4,5,1,7,5,4,6,1,5,5,6,7,5,3,7,3,1,6,1,5,9,4
33:3,6,9,4,6,7,7,7,9,9,6,6,3,2,9,7,1,4,9,4,4,1,9,1,9,9,4,7,6,5
34:7,8,1,9,7,4,5,3,4,6,5,5,2,5,3,9,3,8,9,2,8,2,7,3,3,1,8,1,8,1
35:7,7,4,4,9,9,4,8,1,9,7,1,1,3,9,6,3,3,6,8,3,5,9,8,1,4,5,4,1,7
36:5,4,2,1,4,6,8,4,7,2,3,7,4,3,9,9,4,3,9,9,5,9,6,5,6,4,1,9,7,5
37:5,4,9,7,7,1,7,1,7,8,5,9,8,1,3,4,2,3,6,7,3,9,8,9,2,9,3,2,2,5
38:7,6,7,2,6,8,7,4,1,6,7,6,3,3,3,8,4,1,9,7,1,1,9,1,3,2,8,9,5,5
39:8,9,2,7,6,3,8,2,1,4,6,9,5,1,5,5,2,8,4,3,8,2,8,9,6,7,9,5,7,6
40:8,1,1,5,7,5,1,4,6,6,4,6,2,3,4,3,1,9,2,6,4,2,9,2,7,8,9,7,4,5
41:5,8,4,6,1,1,3,7,7,2,9,3,7,2,9,4,7,4,8,9,9,8,6,3,2,7,5,4,9,6
42:8,1,1,5,7,5,1,4,6,6,4,6,2,3,4,3,1,9,2,6,4,2,9,2,7,8,9,7,4,3
43:3,2,9,1,6,3,5,7,6,4,7,7,6,4,7,4,9,5,1,7,2,7,3,9,1,1,5,3,4,8
44:6,2,4,9,6,2,7,7,4,6,8,6,3,1,3,3,5,2,2,5,8,8,1,3,7,4,1,8,2,5
45:5,3,8,6,5,3,1,8,1,7,3,4,4,2,9,6,8,1,8,6,5,2,8,7,4,8,7,8,4,4
46:2,1,3,2,8,6,5,4,4,5,1,7,5,4,6,1,5,5,6,7,5,3,7,3,1,6,1,5,9,4
47:9,7,6,2,4,3,3,2,5,8,4,6,6,9,1,1,2,7,7,5,8,7,5,5,1,7,5,6,8,9
48:7,3,4,1,1,6,1,5,6,9,5,5,6,9,6,1,1,7,8,2,4,9,9,6,5,9,8,4,1,6
49:6,8,6,2,7,1,9,7,3,2,7,5,3,1,9,9,6,2,4,2,7,1,1,4,3,8,3,6,2,2
50:8,3,9,7,1,8,7,6,5,4,7,2,5,5,8,7,4,2,1,2,3,2,2,5,8,4,5,1,1,1
51:7,1,4,5,2,5,8,1,3,1,7,9,9,2,4,2,2,4,1,3,3,7,8,5,8,9,6,9,4,4
52:3,7,1,3,7,4,9,5,3,9,8,2,6,5,7,1,2,6,9,6,7,9,7,4,7,5,5,8,5,6
53:6,7,1,3,7,4,9,5,3,9,8,2,6,5,7,1,2,6,9,6,7,9,7,4,7,5,5,8,5,6
54:1,6,4,2,2,6,1,6,8,6,9,5,3,7,8,4,3,5,6,4,4,3,5,5,8,1,5,5,7,9
55:6,3,3,9,4,9,7,9,4,9,9,6,4,7,7,7,7,4,5,8,4,7,6,9,8,1,8,5,4,2
56:8,8,8,9,6,4,7,1,1,9,7,4,8,4,5,3,8,3,3,7,9,3,1,9,6,2,6,8,5,2
57:1,3,7,7,6,1,4,8,5,7,1,1,9,8,6,6,6,9,6,1,5,2,5,5,1,6,1,3,8,6
58:3,8,1,2,1,4,2,9,7,4,2,7,8,7,3,5,8,6,2,5,7,2,5,8,1,8,8,3,4,2
59:4,9,9,5,8,8,2,5,1,1,9,3,9,6,7,3,4,8,4,9,2,6,4,3,5,9,1,8,7,7
60:2,8,2,1,7,3,5,5,5,1,5,5,8,8,8,6,4,5,9,7,9,3,1,6,1,8,8,2,6,3
61:1,5,1,1,3,9,4,1,3,2,6,5,2,9,6,1,9,4,8,4,5,7,3,9,6,5,3,2,1,2
62:8,9,1,6,2,4,8,6,2,4,7,8,8,1,1,2,4,2,9,3,6,3,7,2,7,6,6,8,3,2
63:8,2,8,5,7,1,9,6,4,7,4,2,1,5,7,3,6,9,4,1,3,1,2,1,5,7,2,2,9,8
64:8,2,6,8,7,8,8,4,4,4,3,9,4,7,8,4,5,9,6,5,7,6,2,7,9,6,3,9,9,3
65:3,6,9,4,6,7,7,1,9,9,6,6,3,2,9,7,1,4,9,4,4,1,9,1,9,9,4,7,6,7
66:7,3,4,1,1,6,1,5,6,9,5,5,6,9,6,1,2,7,8,2,4,9,9,6,5,9,8,4,1,6
67:8,7,8,2,3,6,1,6,8,8,3,2,6,3,5,7,5,2,2,7,2,3,9,1,8,1,2,2,9,3
68:3,1,5,7,2,8,7,7,1,8,2,4,3,1,1,7,9,6,3,6,9,8,1,6,7,6,4,3,3,1
69:7,8,7,4,2,9,7,6,8,8,5,4,2,9,7,4,7,8,2,9,5,7,1,9,8,5,2,7,2,9
70:5,2,2,7,2,2,7,3,3,9,2,1,7,3,9,8,5,1,4,1,4,4,4,1,4,1,8,5,5,4
71:9,4,5,7,1,8,2,4,5,9,2,6,4,4,9,2,5,6,6,6,4,2,2,1,6,1,4,5,5,4
72:3,5,9,7,1,8,7,6,2,1,2,2,3,3,6,7,1,4,9,4,2,2,4,4,1,8,6,5,5,3
73:8,3,9,1,4,6,6,2,8,3,2,4,6,7,4,6,5,5,2,5,8,7,1,7,1,1,4,6,4,2
74:8,9,3,8,8,5,7,6,2,3,7,2,7,7,1,9,4,9,4,9,3,5,3,6,2,3,8,4,2,2
75:2,8,9,4,1,6,5,7,5,7,8,4,4,5,5,5,1,4,8,5,5,9,6,4,6,3,2,6,2,2
76:7,8,7,4,2,9,7,6,8,8,5,4,2,9,7,4,7,8,2,9,5,7,1,9,8,5,2,7,2,7
77:7,6,1,9,4,8,9,9,7,6,4,2,5,1,6,4,9,5,1,2,8,8,2,7,9,8,1,8,4,1
78:1,4,4,3,7,3,8,4,1,7,2,6,6,5,7,2,8,1,3,1,6,9,4,7,3,3,7,5,8,5
79:6,8,1,5,3,7,2,1,5,3,4,1,9,3,2,6,6,6,8,1,7,6,9,1,3,9,4,6,3,2
80:6,3,6,7,2,2,6,3,3,1,9,8,3,9,6,1,4,8,1,6,7,8,5,2,6,2,6,5,5,1
81:1,2,2,4,8,8,3,5,4,5,6,4,3,1,8,6,2,5,1,4,5,7,1,7,2,5,8,9,6,2
82:6,4,6,6,4,9,5,7,5,3,1,7,3,2,7,9,4,6,9,1,6,9,8,1,8,1,6,5,7,9
83:6,8,8,4,1,3,1,6,3,6,4,9,3,2,2,8,1,3,5,7,7,9,2,5,9,9,2,9,4,9
84:4,8,6,3,4,2,6,2,6,6,6,9,3,1,8,3,2,5,9,6,3,2,7,1,5,3,4,9,5,9
85:3,8,4,5,1,3,3,9,2,3,6,6,4,6,5,5,2,8,6,7,6,1,3,3,5,3,4,9,5,7
86:4,2,9,4,8,3,2,2,6,5,1,3,9,6,7,1,7,9,9,3,4,6,1,1,1,8,7,3,1,9
87:8,6,3,6,7,1,6,6,3,8,3,8,1,8,5,9,7,4,2,2,9,2,1,3,7,1,7,7,1,9
88:3,6,5,5,3,9,7,6,1,9,3,6,1,7,6,1,1,1,8,6,8,2,9,4,3,8,6,8,6,5
89:8,9,5,4,6,7,3,6,8,4,4,3,7,7,9,8,2,6,6,6,7,6,5,7,9,1,1,4,5,3
90:7,2,4,8,2,5,5,7,8,9,5,9,4,9,2,7,8,9,1,1,2,7,7,1,6,1,2,3,9,9
91:3,3,6,6,7,2,7,4,1,6,8,4,3,1,5,7,9,2,9,7,1,7,8,7,3,8,8,1,5,1
92:5,4,9,7,7,1,7,1,7,8,5,9,8,1,3,4,2,3,6,7,3,9,8,9,2,9,3,2,2,6
93:7,8,6,9,4,6,4,4,7,7,1,8,1,2,8,3,4,1,7,8,4,6,5,5,2,1,8,6,5,9
94:3,9,9,9,9,3,2,7,9,8,7,5,1,7,4,8,3,9,9,1,1,1,9,2,5,7,9,8,6,8
95:6,3,1,3,3,3,4,9,2,5,3,3,7,9,6,8,7,5,7,2,6,3,5,2,2,7,8,3,3,9
96:5,1,1,9,4,4,9,5,3,1,3,2,1,1,5,6,5,1,3,6,6,9,6,1,9,1,3,3,7,5
97:7,8,6,9,4,6,4,4,7,7,1,8,1,2,8,3,4,5,7,8,4,6,5,5,2,1,8,6,5,9
98:3,9,4,9,7,3,4,2,6,8,3,5,5,3,4,4,7,1,5,8,2,7,4,5,7,6,5,1,7,4
99:9,8,2,5,4,6,5,9,1,9,3,8,9,3,9,5,8,2,3,3,4,5,7,2,6,2,2,1,1,8
100:7,6,6,4,7,8,3,8,4,2,5,6,4,2,9,6,1,4,8,8,8,9,7,9,5,3,1,4,3,4
101:1,6,4,2,2,6,1,6,8,6,9,5,4,7,8,4,3,5,6,4,4,3,5,5,8,1,5,5,7,9
102:8,7,4,4,6,3,6,6,7,2,8,2,1,9,3,7,1,7,3,3,4,9,8,6,2,1,5,7,3,6
103:3,9,8,4,6,8,6,7,2,2,7,9,8,5,9,5,3,8,3,6,1,6,6,7,3,2,7,6,6,2
104:2,6,5,3,5,5,7,6,4,6,2,6,6,8,5,7,8,1,3,9,3,9,7,2,2,5,1,8,2,1
105:3,3,1,5,1,5,1,4,7,5,8,3,1,9,5,4,1,5,5,2,7,2,9,1,9,3,6,5,3,5
106:1,7,1,8,7,5,1,5,2,9,7,7,3,2,4,2,3,5,6,3,2,4,6,3,3,3,5,5,2,6
107:9,8,4,1,8,7,1,6,8,6,5,3,6,5,4,5,2,8,1,7,4,5,5,1,2,7,2,1,2,7
108:8,9,2,4,3,2,8,6,1,9,4,1,2,5,3,5,2,4,9,4,9,1,8,7,3,8,8,7,9,1
109:8,4,5,3,2,4,2,4,3,6,7,4,6,2,7,3,4,7,7,8,3,7,3,5,2,2,9,7,3,4
110:2,9,5,1,6,2,7,1,3,2,1,5,6,3,5,8,2,8,8,1,2,2,2,5,2,9,3,5,1,5
111:5,6,2,1,9,4,6,3,4,9,6,4,7,4,9,5,2,5,2,7,7,5,3,6,3,7,9,2,2,9
112:3,6,6,4,8,4,5,5,4,9,3,1,8,4,3,5,4,4,7,9,2,6,4,6,3,9,6,2,1,9
113:8,3,8,5,2,6,1,7,5,1,5,3,7,1,3,5,1,3,9,6,2,8,9,3,3,7,9,9,2,3
114:8,3,9,1,4,6,6,2,8,3,2,4,6,7,4,6,5,5,2,5,8,7,1,7,1,1,4,6,4,2
115:3,5,4,2,2,9,5,7,5,8,9,8,3,8,7,3,3,7,9,2,9,8,9,5,4,7,8,5,2,2
116:3,1,9,1,6,7,5,2,5,2,5,2,1,9,6,6,6,9,1,8,4,5,9,8,5,8,1,7,2,1
117:7,6,7,2,6,8,7,4,1,6,7,6,3,3,3,8,4,1,9,7,1,1,9,1,3,2,8,9,5,5
118:2,3,8,7,1,9,6,8,7,6,2,5,9,3,7,1,8,3,4,8,8,8,3,3,9,3,8,7,6,2
119:8,9,2,7,6,3,8,2,1,4,6,9,5,1,5,5,2,8,4,3,8,2,8,9,6,7,9,5,7,6
120:3,8,8,1,5,9,7,7,6,1,9,5,7,4,8,7,2,1,6,1,4,5,4,5,7,3,6,4,4,7
121:7,6,1,9,4,8,9,9,7,1,4,2,5,1,6,4,9,5,1,2,8,8,2,7,9,8,1,8,4,9
122:3,5,4,2,2,9,5,7,5,8,9,8,3,8,7,3,3,7,6,2,9,8,9,5,4,7,8,5,2,2
123:3,5,9,8,3,8,8,9,5,9,7,6,8,2,2,2,5,4,4,9,3,5,1,1,7,7,2,8,4,5
124:7,7,4,4,9,9,4,8,1,9,7,1,1,2,9,6,3,3,6,8,3,5,9,8,1,4,5,4,1,7
125:9,8,9,9,6,9,6,3,2,8,3,5,9,9,9,6,9,4,2,1,8,6,4,7,3,5,4,2,8,3
126:5,1,3,7,3,1,3,3,6,4,9,9,7,9,2,6,8,4,8,3,3,7,4,2,2,8,8,8,2,7
127:3,8,8,9,1,6,5,1,9,6,3,7,2,6,9,1,9,5,4,1,3,3,8,8,9,7,5,6,6,4
128:4,9,9,5,8,8,2,5,1,1,9,3,9,6,7,3,4,8,4,9,2,6,4,3,5,9,1,8,7,1
129:4,3,3,4,2,5,6,6,3,8,9,8,4,7,7,2,9,5,3,5,2,3,5,6,2,1,2,1,5,5
130:1,9,8,6,5,2,2,9,1,3,6,9,6,8,4,7,9,2,9,7,9,3,7,4,8,2,8,7,1,6
131:7,6,1,9,4,8,9,9,7,6,4,2,5,1,6,4,9,5,1,2,8,8,2,7,9,8,1,8,4,9
132:2,9,3,2,4,2,2,3,5,2,7,1,8,3,2,8,2,1,5,2,5,3,4,7,8,1,2,5,6,6
133:5,9,7,3,2,8,1,1,3,3,2,2,6,9,4,4,5,9,1,2,8,4,9,8,5,6,9,9,7,3
134:3,3,6,6,9,3,9,7,9,1,6,6,4,1,1,9,1,7,1,9,7,7,7,4,2,2,3,6,8,8
135:7,9,6,6,7,5,4,6,4,2,3,8,2,3,2,9,6,8,5,2,9,9,3,9,3,3,9,1,9,2
136:2,9,3,2,4,2,2,3,5,2,7,1,6,3,2,8,2,1,5,2,5,3,4,7,8,1,2,5,6,3
137:9,4,7,5,3,5,9,7,6,6,7,5,5,2,8,4,8,9,6,8,8,7,7,2,1,6,8,8,8,7
138:6,9,8,2,3,9,7,1,8,2,1,4,9,8,1,8,2,3,1,7,8,7,9,6,2,4,3,8,2,9
139:1,6,7,8,4,9,1,6,1,5,8,3,3,7,2,7,3,4,1,8,2,5,7,6,8,3,4,9,1,3
140:1,9,8,6,7,1,7,8,1,5,2,8,5,4,3,8,9,4,8,6,1,6,7,6,7,4,1,7,6,9
141:8,2,6,3,1,6,4,6,9,2,7,2,8,9,2,6,1,3,6,4,5,2,5,9,6,6,8,1,7,4
142:7,5,7,3,4,6,5,7,9,2,4,6,5,2,4,4,3,2,9,4,8,8,1,9,1,1,4,3,3,4
143:4,2,7,6,7,2,3,9,8,8,9,3,1,3,4,5,6,3,5,6,3,5,6,8,1,1,2,6,7,1
144:4,9,4,9,2,8,3,1,3,2,8,1,7,4,4,9,4,4,2,3,3,4,2,5,4,3,3,4,2,5
145:7,3,7,2,9,5,9,3,8,7,8,8,8,7,1,9,3,8,9,8,2,7,4,4,7,7,4,6,3,1
146:7,2,7,6,9,6,3,1,2,5,5,3,9,9,6,3,8,9,9,5,7,4,4,5,4,6,9,6,8,4
147:2,9,1,4,3,3,3,5,8,5,4,5,5,4,8,3,7,9,7,5,6,7,8,7,8,2,7,1,9,5
148:6,3,6,8,6,8,3,2,6,9,7,5,9,3,8,9,5,4,2,9,3,6,6,5,1,4,2,6,8,1
149:1,8,5,3,7,7,8,8,3,3,4,2,1,2,5,3,3,4,5,8,4,2,4,3,2,9,9,7,1,9
150:3,8,8,7,4,9,3,6,8,6,4,2,5,8,4,6,5,3,7,9,4,5,3,8,7,7,4,3,9,3
151:3,1,8,4,2,9,2,2,8,4,4,4,8,1,2,9,3,4,5,6,3,2,7,4,4,6,9,1,6,8
152:8,7,4,1,1,8,9,3,2,8,5,2,5,4,2,2,4,4,5,2,6,4,1,4,2,4,5,5,6,5
153:9,6,8,4,6,5,3,3,9,1,8,7,5,2,2,7,7,7,8,7,8,2,6,8,6,9,6,5,9,6
154:1,7,6,6,6,6,1,2,9,4,4,5,4,8,9,6,7,3,3,7,2,2,3,9,5,6,2,9,8,6
155:6,3,3,9,4,9,7,9,4,9,9,6,4,7,3,7,7,4,5,8,4,7,6,9,8,1,8,5,4,2
156:2,2,6,7,3,4,2,2,2,5,4,2,9,2,1,6,4,2,2,6,8,9,9,2,2,2,4,9,1,8
157:8,6,9,8,2,3,4,2,8,8,9,3,5,9,9,6,8,9,5,7,8,9,3,9,3,7,7,3,9,2
158:7,2,4,8,2,5,5,7,8,9,5,9,4,9,2,7,8,9,1,1,2,7,7,1,6,1,2,3,9,5
159:1,8,5,1,4,7,3,1,4,8,3,9,5,9,8,8,1,5,6,5,1,5,5,5,9,5,5,1,2,3
160:8,9,1,6,2,4,8,6,2,4,7,8,8,1,1,2,4,2,9,3,6,3,4,2,7,6,6,8,3,3
161:5,3,3,5,6,1,9,4,8,2,4,1,3,5,6,5,3,8,7,7,4,1,7,7,7,6,7,6,2,4
162:8,4,7,6,2,3,2,5,5,2,8,5,3,2,4,8,6,2,1,8,1,6,1,6,6,2,8,5,3,9
163:9,7,7,2,5,2,2,9,8,7,8,8,2,5,8,6,7,2,2,8,2,3,8,4,7,3,9,5,5,7
164:1,6,9,1,6,2,1,5,6,2,2,8,7,4,7,9,3,4,4,4,8,8,2,6,1,2,5,5,2,5
165:3,8,6,1,7,2,2,6,5,9,8,1,9,1,3,3,7,7,5,5,4,5,1,9,9,2,7,5,7,4
166:3,8,8,2,3,6,1,9,5,8,2,5,5,1,9,5,5,8,8,5,9,1,2,1,1,7,3,3,6,4
167:6,3,3,9,4,9,7,9,4,9,9,6,4,7,3,7,7,4,5,8,4,7,6,9,8,1,8,5,4,5
168:4,6,5,1,7,5,3,9,3,3,4,5,3,4,1,3,9,8,9,2,3,8,7,3,1,8,5,5,5,2
169:5,3,3,5,6,1,9,4,8,2,6,1,3,5,6,5,3,8,7,7,4,1,7,7,7,6,7,6,2,4
170:9,7,4,5,2,3,6,3,6,2,4,5,8,5,5,4,3,8,2,6,4,7,1,6,8,9,4,5,7,7
171:9,3,9,2,3,7,9,5,1,7,4,6,4,4,9,9,7,7,9,3,7,6,4,8,7,8,7,8,1,5
172:8,9,5,4,6,7,3,6,8,4,4,3,7,7,9,8,2,6,6,6,9,6,5,7,9,1,1,4,5,6
173:7,1,7,3,6,9,8,3,7,9,7,1,9,7,5,6,6,9,7,9,1,3,4,1,8,8,5,8,6,6
174:4,2,8,2,6,4,3,7,7,5,5,2,4,7,2,7,8,1,5,5,8,4,3,4,9,4,6,1,5,4
175:3,3,6,2,7,8,2,7,7,5,7,1,1,7,5,5,1,3,3,4,8,3,1,5,5,4,6,3,9,8
176:2,9,1,4,3,3,3,5,8,5,4,5,5,4,8,3,7,9,7,5,6,7,8,7,8,2,7,1,9,6
177:4,2,7,6,7,2,3,9,8,8,9,3,1,3,9,5,6,3,5,6,3,5,6,8,1,1,2,6,7,1
178:3,8,8,2,3,6,1,9,5,8,2,5,5,1,9,5,5,8,8,3,9,1,2,1,1,7,3,3,6,8
179:1,9,7,6,2,5,8,9,7,9,4,4,4,9,4,2,8,2,7,1,2,8,3,4,6,2,8,2,6,3
180:7,4,6,3,4,8,7,5,4,2,4,1,7,3,7,9,5,8,7,5,1,7,3,2,4,4,5,2,2,3
181:1,2,6,4,9,4,4,6,8,2,6,5,5,5,4,7,1,4,3,9,8,5,9,6,6,2,4,9,8,3
182:6,2,4,9,6,2,7,7,4,6,8,6,3,1,3,3,5,4,2,5,8,8,1,3,7,4,1,8,2,5
183:4,1,9,4,6,6,5,1,1,1,5,5,4,5,3,7,9,9,4,9,5,9,1,2,7,4,9,1,4,5
184:8,7,4,3,3,9,2,4,5,2,4,2,5,8,2,5,1,1,9,3,9,7,7,6,7,6,1,6,5,4
185:9,8,2,1,9,4,6,8,6,8,3,8,8,2,8,4,7,3,4,6,3,5,6,6,7,8,5,8,3,9
186:6,2,7,3,8,7,8,9,9,5,6,1,3,1,2,1,8,9,6,8,1,8,4,1,6,9,9,5,1,7
187:9,4,5,1,6,3,4,8,1,9,5,7,5,5,5,9,6,6,1,2,7,6,8,7,9,6,4,2,4,7
188:6,1,1,7,1,8,1,2,4,6,7,8,7,6,3,9,5,4,5,1,1,4,2,7,3,3,3,5,4,2
189:9,2,7,6,9,6,3,1,2,5,5,3,9,9,6,3,8,9,9,5,7,4,4,5,4,6,9,6,8,4
190:9,2,9,5,8,7,8,9,1,5,8,8,9,6,5,4,5,9,3,2,6,9,1,4,9,8,6,4,4,2
191:7,8,1,9,7,4,5,3,4,6,5,5,2,5,3,9,3,8,9,2,8,2,7,3,3,1,8,1,8,8
192:1,1,3,7,3,1,3,3,6,4,9,9,7,9,2,6,8,4,8,3,3,7,4,2,2,8,8,8,2,7
193:4,5,5,5,7,9,8,2,3,9,9,9,3,1,8,8,8,6,2,3,9,3,5,9,3,7,1,9,8,1
194:6,2,4,9,6,2,7,7,4,6,8,6,3,1,3,3,5,2,2,5,8,8,1,3,7,4,1,8,2,5
195:2,8,2,4,1,7,1,3,2,3,5,7,3,8,6,3,4,9,6,5,5,1,9,9,9,5,4,8,1,7
196:4,8,9,2,4,5,3,5,2,6,4,2,8,5,4,1,2,6,3,9,8,6,9,8,4,9,8,3,5,7
197:7,8,4,8,8,4,8,4,8,4,3,1,8,1,2,4,2,6,1,7,2,6,9,4,4,8,1,8,9,7
198:9,1,1,4,3,7,1,8,2,2,1,8,3,8,6,3,3,8,9,5,5,3,5,4,3,9,8,8,4,2
199:7,8,1,9,7,4,5,3,4,8,5,5,2,5,3,9,3,8,9,2,8,2,7,3,3,1,8,1,8,8
200:3,5,3,8,7,5,2,3,9,8,7,4,3,1,9,3,8,5,8,7,6,5,6,6,1,9,3,4,7,6
201:5,4,8,3,3,6,3,2,4,4,8,6,6,3,4,8,1,4,6,5,2,4,2,3,2,2,2,7,6,8
202:5,3,8,6,5,3,1,8,1,7,3,4,4,2,9,6,8,1,8,6,5,2,8,7,4,8,7,8,4,7
203:8,9,2,4,3,2,8,6,1,9,4,1,2,5,3,5,2,4,9,4,9,1,8,7,3,8,8,7,9,3
204:8,7,1,4,4,6,3,7,2,2,6,4,3,8,6,1,3,2,1,5,7,3,2,5,9,5,5,2,1,9
205:3,2,6,5,1,8,7,4,9,7,3,4,1,6,6,5,3,3,9,6,2,5,8,1,7,3,5,7,5,7
206:9,9,9,3,4,4,3,1,7,1,5,9,4,9,8,6,1,9,9,5,5,3,1,3,9,1,2,2,7,7
207:7,4,3,6,6,5,7,1,4,6,2,7,4,6,6,4,8,6,1,9,5,1,9,8,4,9,3,7,7,9
208:7,7,4,4,9,9,4,8,1,9,7,1,1,2,9,6,3,3,6,8,3,5,9,8,1,4,5,4,1,9
209:1,2,9,3,1,4,3,3,7,9,5,5,1,7,5,4,6,6,3,1,6,5,1,8,1,7,7,9,1,5
210:6,3,8,1,9,9,1,5,9,5,7,1,4,7,1,1,5,2,8,3,8,6,8,8,1,9,9,9,6,5
211:2,9,3,6,7,3,7,3,7,4,2,2,4,6,1,1,7,1,5,4,3,9,5,6,9,7,9,9,1,5
212:3,2,6,5,1,8,7,4,9,7,3,4,1,6,6,5,3,3,9,6,2,5,8,1,7,3,5,7,5,4
213:3,2,2,9,4,1,7,9,2,8,6,6,3,2,7,9,3,3,3,3,5,9,2,7,2,7,9,6,3,3
214:6,3,6,8,6,8,3,2,6,9,7,5,6,3,8,9,5,4,2,9,3,6,6,5,1,4,2,6,8,1
215:7,3,3,2,4,8,2,4,8,9,3,5,9,5,5,2,7,9,8,4,7,7,8,2,7,4,2,6,3,1
216:3,8,8,2,3,6,1,9,5,8,2,5,5,1,9,5,5,8,8,5,9,1,2,1,1,7,3,3,6,8
217:1,1,5,8,1,4,2,7,6,8,7,7,8,2,5,9,9,7,9,7,3,5,5,5,6,5,1,2,8,5
218:8,4,5,3,2,4,2,4,3,6,7,4,6,2,7,3,4,7,7,8,3,7,3,5,2,2,9,7,3,3
219:1,8,9,1,8,5,9,5,6,8,8,3,2,1,9,4,6,8,5,5,2,3,4,2,4,9,2,9,7,4
220:9,2,6,3,1,3,5,8,9,2,1,8,2,1,8,2,4,6,6,2,3,4,4,5,8,9,4,4,8,1
221:4,2,7,6,7,2,3,9,8,8,9,3,1,3,4,5,6,3,5,6,3,5,6,8,1,1,2,6,7,9
222:5,8,4,6,1,1,3,7,7,2,9,3,7,2,9,4,7,4,8,9,9,8,6,3,2,7,5,4,9,1
223:7,4,4,4,4,8,9,6,4,1,3,5,4,9,2,6,9,1,3,2,5,7,5,1,5,8,6,1,6,9
224:1,8,7,2,4,3,7,1,3,2,7,4,9,3,3,3,3,3,4,7,3,2,9,6,3,5,6,2,5,3
225:5,5,9,3,7,7,4,3,1,9,7,5,8,4,5,4,1,4,3,7,9,4,9,5,3,1,6,7,8,5
