-71,-31
-69,0
-85,-8
8,-10
42,-51
-93,6
4,10
59,-19
-2,-6
-55,60
-36,-75
-25,87
-58,58
72,-36
73,-94
34,-64
26,-94
63,-12
-52,-5
69,-64
86,-29
66,-37
-86,-65
-22,12
-60,-17
-81,-95
-98,-3
52,-54
0,-30
-58,59
-47,-33
27,96
-46,22
10,84
31,-92
-34,77
100,66
-99,17
-70,-97
67,8
-32,-20
-98,36
29,-40
100,-47
42,100
-88,-41
-88,-86
-62,-65
-89,91
-6,-39
98,96
-26,-91
-67,3
44,37
29,-55
-10,-68
-47,-92
82,46
-92,65
-86,82
93,74
72,-65
68,-24
55,-23
50,-12
-41,-68
-45,97
6,70
21,53
36,-80
46,91
32,78
-59,-26
-39,-22
-29,-40
-100,37
-24,6
30,-81
-13,-33
54,-96
-92,68
-30,-40
70,58
-26,-52
-42,-24
-41,13
95,-55
87,96
-51,92
-38,-81
-75,88
-98,79
74,98
-83,77
-74,-97
61,-73
-24,-14
7,47
-29,-80
27,64
-88,28
-14,-97
-40,-73
81,-26
-37,70
24,-17
-58,75
-43,6
-73,53
-22,22
-9,-10
-6,7
-72,-97
-27,47
76,4
-83,100
16,-48
29,28
84,31
-50,46
-80,-9
8,-51
66,-44
-63,-41
65,71
-24,9
-32,28
2,47
-9,53
82,43
57,43
27,65
-34,-7
-87,63
-10,65
58,-13
-43,60
97,21
2,-57
-62,38
-37,34
-5,-65
-92,15
58,-95
-22,-28
84,-23
54,-49
-51,-81
41,88
-20,-69
60,11
-30,15
-48,-46
-18,67
-75,56
54,60
86,-74
35,-52
-66,-69
-53,-38
56,98
20,20
84,39
-96,-32
78,65
93,-4
-48,62
96,100
-40,54
85,-15
93,-96
17,7
50,27
22,34
37,-32
70,-38
-29,-52
80,4
24,8
-75,59
85,42
24,67
-7,-10
37,-52
16,28
-63,-85
13,93
-29,-2
59,-95
-8,17
69,96
50,-15
32,-52
-48,-9
32,-33
62,-22
40,46
86,-8
-36,-29
30,12
-91,42
-10,50
74,4
73,97
66,24
-95,-23
-38,85
-66,49
-85,5
48,95
-78,3
-8,65
97,-17
84,78
-64,-29
-67,82
6,-40
25,17
-70,43
-90,-99
5,-60
41,27
-87,94
-19,-80
70,-73
-96,60
-14,-4
-1,-4
-41,59
-37,55
40,-55
6,99
41,-76
-70,98
99,-19
80,-26
-22,-92
-14,-59
-24,88
71,-82
-88,18
-30,96
-27,41
-3,-6
-81,-35
-24,-89
66,55
-58,-51
-91,-6
-92,6
-25,6
2,2
50,70
68,-91
97,13
97,97
32,64
11,38
-83,0
-88,22
22,-95
96,75
93,43
56,64
83,-97
99,-87
21,81
-90,19
60,64
-89,-8
74,11
-18,45
-19,-44
-83,-27
-95,-58
92,-8
-99,-45
14,13
45,50
65,-1
-3,87
-60,23
-42,-25
66,16
11,25
77,81
-31,26
61,-88
85,72
-97,30
-98,-66
-94,-44
-64,93
-56,42
-66,12
-84,81
67,71
4,-19
-16,41
-59,-85
77,-18
23,-92
-68,-18
89,-13
29,90
83,-20
-57,33
-71,-88
85,3
23,-76
39,61
-26,-36
64,80
-22,87
-27,38
32,-24
8,48
-50,58
-30,15
40,91
80,-19
-94,39
-77,75
-27,3
83,43
92,60
91,-85
21,50
-65,27
56,85
51,-93
44,24
-87,42
-33,-48
-47,31
100,6
59,1
-63,74
15,-84
56,-91
24,76
-83,92
-95,91
63,82
-9,-79
-27,-57
27,-12
-81,10
67,70
92,58
37,-45
86,41
-28,-92
58,-18
54,-12
17,60
-27,59
-5,-86
-34,97
-87,-45
-86,68
-39,97
-30,20
-2,36
-71,-71
80,94
28,86
28,67
-18,-44
69,-90
-50,-81
-82,31
-41,39
-79,61
21,40
18,96
-39,66
-16,18
27,-80
55,-61
-90,-79
-13,11
7,-72
-30,82
30,85
86,59
77,-69
41,-67
-6,-43
24,-90
83,22
33,81
-53,-5
-79,12
-4,18
72,-83
0,34
8,8
-64,-26
-15,33
14,-71
-48,52
79,52
74,27
42,44
-55,83
44,-78
26,38
62,52
-32,41
-31,20
62,96
-47,-55
37,-74
32,-83
-48,21
9,24
27,-22
64,86
-62,-83
49,36
47,38
52,36
-94,27
61,-95
43,-96
81,45
46,-52
96,37
94,60
-24,31
-22,76
54,-5
-24,-45
24,34
-35,-49
-82,-44
9,88
-61,33
-25,49
72,-65
-22,46
-43,-17
68,97
-77,-22
-75,-67
-64,-2
-10,-27
-35,-41
2,-50
-1,-99
-88,21
-73,-81
36,-10
-4,-5
-25,72
-13,-1
-65,-43
80,-58
-8,-99
96,-72
-17,-79
-62,81
-73,45
-83,-74
12,-27
-86,85
-57,-47
-74,-64
37,-68
-25,-16
58,-26
75,57
-25,-30
-2,6
96,75
39,-49
49,45
75,-50
-45,-42
61,3
47,82
-45,-39
56,-62
-73,-86
57,-37
-81,55
-15,5
-33,-31
97,60
-67,52
86,60
-41,-11
22,-39
-92,54
41,-85
-84,-6
47,-33
-20,-84
61,91
-81,46
43,-42
-83,72
-54,-57
63,75
14,41
-11,-32
72,57
19,96
-92,-19
78,53
-3,82
-42,-11
91,-22
-90,-79
-18,76
50,24
76,52
-55,71
-39,-80
-71,15
-58,-13
-86,21
-1,-2
-38,8
48,51
79,-18
35,-49
48,-28
-39,94
-55,-54
65,-97
46,36
-58,10
30,-96
42,4
-89,-75
44,-4
-64,73
20,-36
93,-42
87,-34
87,87
-12,-40
6,32
-35,-51
-54,-48
-20,-72
-7,-32
-38,51
81,-3
41,9
-90,39
-26,25
-43,-18
-92,-17
81,73
2,-36
-59,-8
-84,-97
30,-65
-67,10
44,93
6,46
-53,-19
-40,36
78,-13
24,90
6,64
-75,65
-61,8
63,25
-28,-34
87,-81
-52,-74
87,-90
74,-44
5,-2
38,-83
52,-100
-58,-48
89,59
51,87
70,-52
43,31
-3,-45
-78,-13
90,3
-19,-40
-64,-42
85,-87
-4,52
71,57
45,74
-6,-27
33,77
-26,35
11,75
-77,-83
82,32
33,40
15,-24
7,-39
23,-28
89,61
92,59
-4,-43
-46,-58
-85,89
38,37
61,-9
98,99
4,85
-81,67
66,93
-17,-67
-38,100
-87,60
-37,-33
-86,-72
42,-36
-9,18
-2,75
92,-54
77,7
78,-59
36,-95
-3,44
-34,56
-82,74
-67,11
-95,-15
-21,98
-36,-34
40,32
32,20
-42,73
3,100
78,58
-49,-26
-10,50
-8,75
-6,36
-88,-83
-33,-14
28,-31
42,72
13,58
2,33
-61,-81
-67,-30
66,-65
-75,69
9,4
76,-96
-91,61
57,-40
-88,-31
84,-98
46,93
80,6
-12,78
-19,67
81,-24
-78,-16
-64,-30
33,2
-86,-97
1,-61
10,71
-76,4
-52,10
56,-36
-96,11
-81,17
3,63
-64,-44
73,-34
-4,-22
-99,-98
-1,-65
-30,20
-15,-62
-94,99
